filename, start label, end label, num float ops, num branches, num operands, num memory ops, num unique predicates, trip count, num uses, num blocks in lp, loop depth, function name, unroll factor
LLVM-IR-DATA/tif_aux.ll, %7, %38, 0,3,55,13,1,32,28,3,1, TIFFDefaultRefBlackWhite, 3
LLVM-IR-DATA/tif_getimage.ll, %24, %37, 0,3,22,7,1,32,10,3,1, TIFFYCbCrToRGBInit, 256
LLVM-IR-DATA/tif_fax3.ll, %36, %46, 0,3,20,6,1,32,7,3,1, Fax3Close, 6
LLVM-IR-DATA/patricia.ll, %197, %218, 0,5,39,9,2,32,16,5,1, pat_insert, 31
LLVM-IR-DATA/bf_skey.ll, %95, %117, 0,3,45,12,1,32,19,3,1, BF_set_key, 9
LLVM-IR-DATA/bf_skey.ll, %26, %92, 0,11,128,49,1,32,60,11,1, BF_set_key, 18
LLVM-IR-DATA/aesxam.ll, %104, %121, 0,3,30,8,1,32,15,3,1, encfile, 16
LLVM-IR-DATA/aesxam.ll, %56, %73, 0,3,30,8,1,32,15,3,2, encfile, 16
LLVM-IR-DATA/aesxam.ll, %101, %121, 0,3,32,9,1,32,18,3,2, decfile, 16
LLVM-IR-DATA/aesxam.ll, %45, %64, 0,3,32,8,1,32,17,3,1, decfile, 16
LLVM-IR-DATA/sha.ll, %13, %55, 0,3,91,30,1,32,39,3,1, byte_reverse, 8
LLVM-IR-DATA/sha.ll, %199, %234, 0,3,67,23,1,32,32,3,1, sha_transform, 20
LLVM-IR-DATA/sha.ll, %157, %198, 0,3,76,26,1,32,38,3,1, sha_transform, 20
LLVM-IR-DATA/sha.ll, %121, %156, 0,3,67,23,1,32,32,3,1, sha_transform, 20
LLVM-IR-DATA/sha.ll, %82, %120, 0,3,72,24,1,32,35,3,1, sha_transform, 20
LLVM-IR-DATA/sha.ll, %28, %61, 0,3,58,13,1,32,30,3,1, sha_transform, 64
